gene	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6
ENSRNOG00000047915	0	0	0	0	0	0
ENSRNOG00000047916	0	0	0	0	0	0
ENSRNOG00000047917	0	0	0	0	0	0
ENSRNOG00000047920	0	0	0	0	0	0
ENSRNOG00000047922	192.986	225.994	228.982	212.968	158.773	189
ENSRNOG00000047924	19.7903	19	13	21	14	11
ENSRNOG00000047925	0	0	0	0	0	0
ENSRNOG00000047926	0	0	0	0	0	0
ENSRNOG00000047928	0	0	0	0	0	0
ENSRNOG00000047931	11044	13219	11477	11645	11539	11172
ENSRNOG00000047933	203.6577	147.4645	187.2738	179.0891	165.5194	182.2659
ENSRNOG00000047934	673	714	752	776	657	778
ENSRNOG00000047935	0	11.3649	24.9299	0	11.564	2.33102
ENSRNOG00000047937	0	0	0	0	0	0
ENSRNOG00000047938	0	0	0	0	0	0
ENSRNOG00000047939	0	0	0	0	0	0
ENSRNOG00000047940	41	37	54	55	43.5	46.5
ENSRNOG00000047941	3	0	5	0	3	0
ENSRNOG00000047943	47.6816	32.9218	38.2023	41.799	32.6063	20.9165
ENSRNOG00000047945	0	0	0	0	0	0
ENSRNOG00000047948	2.00057	0	0	1.11698	0	0
ENSRNOG00000047951	1	0	1	0	0	1
ENSRNOG00000047953	0	0	0	0	0	0
ENSRNOG00000047955	0	0	0	0	0	0
ENSRNOG00000047956	0	0	0	0	0	0
ENSRNOG00000047957	220	226	197	212	242	227
ENSRNOG00000047958	0	0	0	0	0	0
ENSRNOG00000047959	1	1.5	3.5	1.5	2	1.5
ENSRNOG00000047960	50.3312	47.1407	47.2988	53.2303	38.2324	35.3811
ENSRNOG00000047964	0	0	0	0	0	0
ENSRNOG00000047966	149.802	147.991	28.0517	91.6451	122.782	174.338
ENSRNOG00000047967	129	109	125	105	109	122
ENSRNOG00000047969	0	1	1	2	0	0
ENSRNOG00000047970	179	207	225	209	207	193
ENSRNOG00000047971	53.2923	38.6924	17.9866	77.256	38.8939	21.0095
ENSRNOG00000047973	0	0	0	0	0	0
ENSRNOG00000047976	0	0	0	0	0	0
ENSRNOG00000047977	71.5324	60	70	54.0327	80	50.6185
ENSRNOG00000047981	0	0	0	0	0	0
ENSRNOG00000047982	0	0.0802098	1	4.36048	2.72507	0
ENSRNOG00000047984	877	987	933	1060	1030	876
ENSRNOG00000047986	0	0	1	0	0	0
ENSRNOG00000047988	1197	1361	1226.98	1363	1205	1240.99
ENSRNOG00000047990	0	0	0	0	0	0
ENSRNOG00000047992	0	0	0	0.405898	0	0
ENSRNOG00000047993	0	0	0	0	0	0
ENSRNOG00000047994	0	0	0	0	0	0
ENSRNOG00000047996	0	0	0	0	0	0
ENSRNOG00000047997	0	0	0	0	0	0
ENSRNOG00000048003	0	0	0	1.00041	1.12445	0
ENSRNOG00000048004	26	20	15	17	12	26
ENSRNOG00000048005	0	0	0	0	0	0
ENSRNOG00000048011	0	1	0	1	1	0
ENSRNOG00000048014	0	0	0	0	0	0
ENSRNOG00000048016	110.015	165.799	119.114	126.609	115.003	115.503
ENSRNOG00000048017	0	0	0	0	0	0
ENSRNOG00000048018	0	0	0	0	0	0
ENSRNOG00000048021	0	0	0	0	0	0
ENSRNOG00000048022	0	0	0	0	0	0
ENSRNOG00000048023	0	0	0	0	0	0
ENSRNOG00000048025	1393.619	1223.359	1042.996	1258.91	1119.8904	1134.1788
ENSRNOG00000048028	0	0	0	1.58386	0	0
ENSRNOG00000048033	0	0	0	0	0	0
ENSRNOG00000048035	0	0	0	0	1	0
ENSRNOG00000048036	4.015555	3.02646	2.00839	0	0	0
ENSRNOG00000048037	1	1	0	0	0	0
ENSRNOG00000048039	10	2	2	7	5	1
ENSRNOG00000048042	6.1967	0	3.89563	2.85745	0	0
ENSRNOG00000048043	969.985	815.356	736.155	953.982	830.418	808.359
ENSRNOG00000048048	0	0	0	0	0	0
ENSRNOG00000048049	44.1782	40.3759	43.126	51.4702	38.8958	38.8063
ENSRNOG00000048050	216	197	199	247	172	188
ENSRNOG00000048051	0	0	0	0	0	0
ENSRNOG00000048053	4	6.05714	7.12015	1.00475	2	1.00457
ENSRNOG00000048056	12	10.3149	10.3033	28	0	0
ENSRNOG00000048059	0	0	0	0	0	1
ENSRNOG00000048060	1.32893	0	1.12829E-06	0	0	0
ENSRNOG00000048061	950	953	942	1177	863	967
ENSRNOG00000048062	0	0	0	0	0	0
ENSRNOG00000048066	0	0	0	0	0	2
ENSRNOG00000048067	0	0	0	0	0	0
ENSRNOG00000048070	0	0	0	0	0	0
ENSRNOG00000048071	0	7.13705	7	11	7.12499	0
ENSRNOG00000048072	0	1	0	1	1	1
ENSRNOG00000048073	1.36711	0.681775	0	0.356363	0.346919	0
ENSRNOG00000048079	0	0	0	0	0	0
ENSRNOG00000048080	2	5	3	1	5	0
ENSRNOG00000048082	6	2	5	1	5	4
ENSRNOG00000048085	0	0	0	0	0	0
ENSRNOG00000048088	1019	1068	1194	1197	1157	978
ENSRNOG00000048092	0	0	0	0	0	0
ENSRNOG00000048094	1.52921	2.03132	2.03494	2.0377	1.02372	2.04515
ENSRNOG00000048095	1.13393	1.10775	1.1076	1.12447	3.27563	2.25497
ENSRNOG00000048099	0	0	0	0	0	0
ENSRNOG00000048100	3	0	0	0	0	0
ENSRNOG00000048101	218	188	220	219	174	212
ENSRNOG00000048102	0	0	0	0	0	0
ENSRNOG00000048104	0	0	0	0	0	0
ENSRNOG00000048108	0	0	0	0	0	0
ENSRNOG00000048109	985.501	1507.48	875.754	1365.38	1323.96	1664.3
ENSRNOG00000048113	182	215	201	232	218	196
ENSRNOG00000048114	115.58739	112.56989	124.79936	167.20025	114.39885	96.46807
ENSRNOG00000048115	0	0	0	0	0	0
ENSRNOG00000048116	68.5	57.5	70.5	70	78	74
ENSRNOG00000048117	0	0	0	0	0	0
ENSRNOG00000048118	15.7006	109.819	78.3786	78.3132	62.6892	109.656
ENSRNOG00000048121	322.254	318.097	329.932	422.774	331.428	318.794
ENSRNOG00000048122	0	1.18329	0	2	1.03743	1
ENSRNOG00000048125	0	0	0	0	0	0
ENSRNOG00000048128	0	0	0	0	0	0
ENSRNOG00000048129	0	1	0	0	1	0
ENSRNOG00000048130	8.85708	3.93125	2.46247	21.46372	5.53921	7.58376
ENSRNOG00000048132	0	0	0	0	0	0
ENSRNOG00000048133	0	0	0	0	0	0
ENSRNOG00000048134	0	0	1	0	0	7
ENSRNOG00000048136	277.817	263	223.5	288.5	219.797	238
ENSRNOG00000048138	163.101	140.531	149.477	137.586	158.696	167.61
ENSRNOG00000048139	0	0	1	0	0	0
ENSRNOG00000048140	0	0	0	0	0	3.55719
ENSRNOG00000048145	3	0	1	0	0	1
ENSRNOG00000048146	0	0	0	0	0	0
ENSRNOG00000048152	1495	1458	1511	1650	1378	1454
ENSRNOG00000048155	0	0	0	0	0	0
ENSRNOG00000048159	0	0	0	0	0	0
ENSRNOG00000048161	9	6	9	5	6	3
ENSRNOG00000048164	738	691	718	809	800	707
ENSRNOG00000048166	333	246	280	303	224	260
ENSRNOG00000048167	0	0	0	0	0	0
ENSRNOG00000048168	302	379.5	387	442.5	406.5	317.5
ENSRNOG00000048169	106	138	152	203	164	133
ENSRNOG00000048170	0	0	0	0	0	0
ENSRNOG00000048172	9	16	15	22	20	10
ENSRNOG00000048174	6247.99	6743	6863.99	7352	6569	6628.99
ENSRNOG00000048177	0	0	0	0	0	0
ENSRNOG00000048178	0	0	0	0	0	0
ENSRNOG00000048180	5.06821	4.57427	6.69522	12.9072	7.01512	5.66117
ENSRNOG00000048181	32	27	35	40	36.5	36.5
ENSRNOG00000048182	0	0	0	0	0	0
ENSRNOG00000048186	78.4946	77.4109	87.027	91.6201	65.2083	75.2659
ENSRNOG00000048187	74	83	91	81	84	78
ENSRNOG00000048188	0	0	9.04784	0	0	0
ENSRNOG00000048190	228	185	281	295	233	211
ENSRNOG00000048191	0	0	0	0	0	0
ENSRNOG00000048192	4.94	1.88571	2.29091	3.18805	1.375	2.46154
ENSRNOG00000048193	674.000213566	666.0004	700	653	607.00002	575.0002
ENSRNOG00000048194	2055.83	2159	2029.87	2243.75	2264.61	2149
ENSRNOG00000048195	437	434	471	495	513	440
ENSRNOG00000048197	0	0	1	0	1	0
ENSRNOG00000048199	6549.1	7471.55	6683.66	7049.16	6483.89	6786.57
ENSRNOG00000048201	0	0	0	0	0	0
ENSRNOG00000048202	0	0	0	0	0	0
ENSRNOG00000048203	0	0	0	0.666667	0	0
ENSRNOG00000048204	4	8	1	4	1	7
ENSRNOG00000048205	3733.004	3341.997	3546.998	3730.004	3557.999	3408.997
ENSRNOG00000048206	0	0	0	0	0	0
ENSRNOG00000048209	0	0	0	0	0	1
ENSRNOG00000048210	0	0	0	0	0	0
ENSRNOG00000048212	0	0	0	0	0	0
ENSRNOG00000048213	87.3942	75	112	101.401	107	70
ENSRNOG00000048215	8	4.10047	16	8	12	8
ENSRNOG00000048219	0	0	0	0	0	0
ENSRNOG00000048222	12	7	24	19	12	11
ENSRNOG00000048223	0	0	0	0	0	0
ENSRNOG00000048226	3791.44	3929.06	3287.61	3503.56	3284.83	3896.6
ENSRNOG00000048229	0	0	0	0	0	0
ENSRNOG00000048230	4	5	1	2	0	0
ENSRNOG00000048231	0	2	0	1	1	1
ENSRNOG00000048232	0	0	1	0	0	0
ENSRNOG00000048233	0.5	0	1	0	2.5	0.5
ENSRNOG00000048235	46.3754	51.506	48.7028	34.5806	29.0797	51.5757
ENSRNOG00000048237	1233	1221	1231	1669	1304	1199
ENSRNOG00000048238	0	0	0	0	0	0
ENSRNOG00000048239	0	0	0	0	0	0
ENSRNOG00000048241	0	0	0	0	0	0
ENSRNOG00000048242	1234	1212	1072	1280	1060	1190
ENSRNOG00000048244	0	0	0	0	0	0
ENSRNOG00000048248	31.9449	20.3638	0	0	0.00083654	55.257
ENSRNOG00000048250	874	840	800	946	927	884
ENSRNOG00000048251	0	0	0	0	0	0
ENSRNOG00000048253	0	0	0	0	0	0
ENSRNOG00000048256	269.99955	229.00044	307.9995	349.99966	285.0003	199.99982
ENSRNOG00000048257	0	0	0	0	0	0
ENSRNOG00000048258	1711.46	1516.09	1395.16	1644.79	1375.64	1437.44
ENSRNOG00000048259	0	0	0	0	0	0
ENSRNOG00000048262	0	0	0	0	0	0
ENSRNOG00000048263	0	0	0	0	0	0
ENSRNOG00000048264	22	18	18	48	18	22
ENSRNOG00000048265	0	0	0	0	0	0
ENSRNOG00000048267	1116.1092	1053.771	1062.319	1097.578	928.2989	914.273
ENSRNOG00000048268	3.84445	7.73767	3.21593	9.0149	9.52238	4.20926
ENSRNOG00000048270	5.54279	13.7414	15.6737	21.3003	0	6.03215E-08
ENSRNOG00000048273	3	10	4	7	6	7
ENSRNOG00000048275	9	13	5	9	10	20
ENSRNOG00000048277	1632	1469	1602	1669	1609	1328
ENSRNOG00000048282	788	891	956	911	902	811
ENSRNOG00000048285	0	0	0	0	0	0
ENSRNOG00000048288	618	614	650	678	625	657
ENSRNOG00000048291	852	948	822	1038	901	866
ENSRNOG00000048293	0	0	0	0	0	0
ENSRNOG00000048297	3400.997	3271.999	2861.998	3399	3250.999	3230.003
ENSRNOG00000048301	0	0	0	0	0	0
ENSRNOG00000048302	0	0	0	0	0	0
ENSRNOG00000048305	4.44479	7.23869	0	9.52024	4.55155	7.78552
ENSRNOG00000048308	25.883	19.3961	8.90313	30.6358	24.8763	7.56856
ENSRNOG00000048309	1372	1395	1562	1859	1531	1306
ENSRNOG00000048310	4.57909	12.4782	8.9478	0	5.70786	4.94342
ENSRNOG00000048315	1485	1466	1633	1432	1274	1343
ENSRNOG00000048316	0	0	0	0	0	0
ENSRNOG00000048317	2.01031	1.02066	2.00769	0	1.00755	1.00442
ENSRNOG00000048318	0	0	0	0	0	0
ENSRNOG00000048319	0	0	1	0	0	0
ENSRNOG00000048320	3727	4077	4183	4141	4000	4078
ENSRNOG00000048321	0	3	2	0	0	0
ENSRNOG00000048322	0	0	0	0	0	0
ENSRNOG00000048325	0	0	0	0	0	0
ENSRNOG00000048326	0	0	0	0	0	0
ENSRNOG00000048328	0	0	0	0	0	0
ENSRNOG00000048329	1	4	1	1	0	4
ENSRNOG00000048330	0	3	4	3	3	3
ENSRNOG00000048331	0	0	0	0	0	0
ENSRNOG00000048334	4.02987	1.06435	0	0	1.09186	3.32849
ENSRNOG00000048337	47.3224	123.174	72.0784	74.6225	16.1338	33.0927
ENSRNOG00000048341	0	0	0	0	0	0
ENSRNOG00000048342	1708	2110	1865	2104.99	1893	1840
ENSRNOG00000048343	0	0	0	0	0	0
ENSRNOG00000048344	0	0	0	0	0	0
ENSRNOG00000048350	0	0	0	0	0	0
ENSRNOG00000048353	0	0	0	0	0	0
ENSRNOG00000048354	0	0	0	0	0	0
ENSRNOG00000048356	443.354	423.132	309.416	426.105	356.145	349.102
ENSRNOG00000048357	108.978	112.2360318142	149.241	127.018	132.385	94.7039
ENSRNOG00000048358	0	0	0	0	0	0
ENSRNOG00000048359	0	0	0	0	0	0
ENSRNOG00000048360	0	0	0	0	0	0
ENSRNOG00000048361	0	0	0	0	0	0
ENSRNOG00000048363	10	1	1	1	3	10
ENSRNOG00000048365	484.085	353.534	241.733	1096.36	464.79	464.62
ENSRNOG00000048369	2	4	2	1	2	5
ENSRNOG00000048370	0	0	0	0	0	0
ENSRNOG00000048371	94	109	166	185	149	125
ENSRNOG00000048372	1	0	3	1	0	2
ENSRNOG00000048374	0	0	0	0	0	0
ENSRNOG00000048378	0	0	0	2	0	1
ENSRNOG00000048383	0	0.5	0	0	0	0
ENSRNOG00000048384	0	0	0	0	0	0
ENSRNOG00000048388	0	0	1	0	0	0
ENSRNOG00000048389	18	23	17	25	18	23
ENSRNOG00000048390	3.56185	1	0	0	1.00008	3
ENSRNOG00000048394	106	92	105	84	47	100
ENSRNOG00000048395	0	0	0	0	0	0
ENSRNOG00000048396	0	0	1	0	0	0
ENSRNOG00000048397	1079	1086	1074	1252	1020	1033
ENSRNOG00000048400	0	0	0	0	0	0
ENSRNOG00000048402	1	0	0	0	0	0
ENSRNOG00000048404	0	0	0	0	0	0
ENSRNOG00000048407	1	0	0	0	1	0
ENSRNOG00000048408	0	0	0	0	0	0
ENSRNOG00000048409	0	0	0	0	0	0
ENSRNOG00000048411	934	846	771.0004	987	826	962
ENSRNOG00000048412	0	2	0	0	2	2
ENSRNOG00000048413	0	0	0	0	0	0
ENSRNOG00000048415	0	0	0	0	0.391472	0.391431
ENSRNOG00000048417	0	0	0	1	0	0
ENSRNOG00000048418	0	0	0	0	0	0
ENSRNOG00000048421	0	3.9379	0	6.37469	3.68624	2.47555
ENSRNOG00000048424	0	0	0	0	0	0
ENSRNOG00000048425	0	0	0	0	0	0
ENSRNOG00000048426	1.0581	0	1.59273	2.13711	1.06004	2.11162
ENSRNOG00000048427	0	0	0	0	0	0
ENSRNOG00000048428	0	0	0	0	0	0
ENSRNOG00000048430	9878	8367	5277	7571	8748	8610
ENSRNOG00000048431	936	754	1077	1075	1016	833
ENSRNOG00000048433	215	217	269	239	218	228
ENSRNOG00000048434	0	0	0	0	0	0
ENSRNOG00000048436	0	0	0	0	0	0
ENSRNOG00000048437	0	0	5.34183E-08	0	0	0
ENSRNOG00000048439	0	0	0	0	1.00509	0
ENSRNOG00000048440	0	0	0	0	0	0
ENSRNOG00000048441	1219.6753	1244.0481	1228.6679	1427.417	1294.1203	1257.6557
ENSRNOG00000048445	0	0	0	0	0	0
ENSRNOG00000048446	0	0	0	0	0	0
ENSRNOG00000048447	0	0	0	1.2569	2.98638	0
ENSRNOG00000048449	339	309	278	258.089	287	263
ENSRNOG00000048450	11.9002	21.0825	9.15616	19.0429	8.14771	22.492
ENSRNOG00000048451	1.5	1	1	1.5	1	0
ENSRNOG00000048452	0	0	0	0	0	0
ENSRNOG00000048453	0	0	0	0	0	0
ENSRNOG00000048456	0	0	0	0	0	0
ENSRNOG00000048458	0	0	0	0	0	0
ENSRNOG00000048459	2	0	1	0	1	0
ENSRNOG00000048460	4.07448	2.05472	6.40215	3.16947	5.05861	6.21182
ENSRNOG00000048462	105	72	79	102	87	97
ENSRNOG00000048465	0	0	0	0	0	0
ENSRNOG00000048468	0	0	0	0	0	0
ENSRNOG00000048469	2.24057	8.26823	3.2579	1.17105	3.0938	6.342
ENSRNOG00000048470	57.7276	57.6277	48.6679	92.9633	70.9997	35.2871
ENSRNOG00000048471	1.52921	2.03132	2.03494	2.0377	1.02372	2.04515
ENSRNOG00000048472	16	11.000041	16	18	14	10
ENSRNOG00000048474	0	0	0	0	0.333333	0
ENSRNOG00000048478	17	24	28	28	31	29
ENSRNOG00000048481	0	0	0	0	0	0
ENSRNOG00000048482	2	2	1	0	0	0
ENSRNOG00000048485	0	0	0	0	0	0
ENSRNOG00000048486	6	8	8	4	4	1
ENSRNOG00000048487	313.9999	280.0003	307.0002	371.9999	311.9995	283.0004
ENSRNOG00000048489	17.4698	35.2965	0	17.5057	0.833088	14.6714
ENSRNOG00000048492	1.18622	0.827321	0.712106	1.69295	0.448126	0.530303
ENSRNOG00000048493	7.15375	0	0	0	0	1.67682
ENSRNOG00000048495	1807	1807	888	1512	1562	1487
ENSRNOG00000048499	0	0	0	0	0	0
ENSRNOG00000048505	0	0	0	0	0	0
ENSRNOG00000048506	562.372	555.091	622	675.849	513.636	557.278
ENSRNOG00000048508	0	0	0	0	0	0
ENSRNOG00000048509	1431.9989	1478.999	1608.9981	1798.995	1667.997	1509.005
ENSRNOG00000048510	0	0.333333	0	0	0	0
ENSRNOG00000048515	0	0	0	0	0	0
ENSRNOG00000048516	2	0	3	9	2	4
ENSRNOG00000048518	2.21836	2.56031	2.34468	0.596233	2.00448	0
ENSRNOG00000048519	0	0	0	0	0	0
ENSRNOG00000048520	0	0	0	0	0	0
ENSRNOG00000048522	0	1	0	2.14508	8.58406	1
ENSRNOG00000048523	0	0	0	0	0	0
ENSRNOG00000048525	0	0	0	0	0	0
ENSRNOG00000048535	0	0	0	0	0	0
ENSRNOG00000048539	0	0	0	0	0	0
ENSRNOG00000048540	0	0	0	0	0	0
ENSRNOG00000048541	0	0	0	0	0	0
ENSRNOG00000048542	0	0	0	0	0	0
ENSRNOG00000048543	0	0	0	0	0	0
ENSRNOG00000048544	0	0	0	0	0	0
ENSRNOG00000048545	8.37101	8.73891	6.10158	0	0	0
ENSRNOG00000048548	0	0	0	0	0	0
ENSRNOG00000048549	0	0	0	0	0	0
ENSRNOG00000048553	102	116	138	135	112	111
ENSRNOG00000048555	0	0	0	0	0	0
ENSRNOG00000048560	0	0	0	0	0	0
ENSRNOG00000048561	146.185	140.677	26.206	47.4682	152.767	140.707
ENSRNOG00000048562	13.525	15.735	17.4706	8.59502	9.05431	11.838
ENSRNOG00000048563	344.8651	584.8997	435.9833	618.893	510.5947	446.5573
ENSRNOG00000048565	0	0	0	0	0	0
ENSRNOG00000048566	13.046	4.26777	12.4428	4.06483	0	4.11593
ENSRNOG00000048567	7	7	13	3	10	5
ENSRNOG00000048570	0	0	0.333333	0	0	0
ENSRNOG00000048571	0	0	0	0	0	0
ENSRNOG00000048573	74.5406	71.333	76.3175	81.1911	50.8099	57.6524
ENSRNOG00000048574	1	1	0	0	0	1
ENSRNOG00000048575	0	0	0	0	0	0
ENSRNOG00000048576	1	0	0	0	0	3
ENSRNOG00000048577	894.181	924.001	831.714	880.053	715	996.069
ENSRNOG00000048578	2	1	0	2	1	2
ENSRNOG00000048579	0	0	0	0	2	1
ENSRNOG00000048580	785.00011	817.99972	631.99964	749.9996	828.0002	776.99979
ENSRNOG00000048582	0	0	0	0	0	0
ENSRNOG00000048585	0	1.00137	1.00174	0	0	0
ENSRNOG00000048588	0	0	0	0	0	0
ENSRNOG00000048589	63.0545	65.5726	71.5551	56.6339	59.3381	61.0503
ENSRNOG00000048597	0	0	0	3.84095	0	0
ENSRNOG00000048599	0	0	0	0	0	0
ENSRNOG00000048600	0	0	0	0	0	0
ENSRNOG00000048601	0	0	2	0	2	0
ENSRNOG00000048603	0	0	0	0	0	0
ENSRNOG00000048606	189.087	193.559	185.93	139.018	172.309	204.009
ENSRNOG00000048607	0	0	0	0	0	0
ENSRNOG00000048608	725.0494	772.91875	628.211	688.129	646.058	634.878
ENSRNOG00000048609	0	0	0	0	0	0
ENSRNOG00000048611	0	0	0	0	0	0
ENSRNOG00000048613	439	442	451	433	449.5	445.5
ENSRNOG00000048614	0	0	0	0	0	0
ENSRNOG00000048615	0	0	0	0	0	0
ENSRNOG00000048616	0	0	0	0	0	0
ENSRNOG00000048617	1546.995	1598.998	1463.005	1864.001	1614.998	1521.001
ENSRNOG00000048622	2134	2415	2289	2608	2524	2255
ENSRNOG00000048623	0	1	2	0	0	1
ENSRNOG00000048626	0	0	0	0	0	0
ENSRNOG00000048628	0	0	0	0	0	0
ENSRNOG00000048630	0	0	0	0	0	0
ENSRNOG00000048632	0	0	0	0	0	0
ENSRNOG00000048635	0	0	0	0	0	0
ENSRNOG00000048636	0	1.0000000154625	2.0000000767822	1.0000000626883	1.0000000243652	2
ENSRNOG00000048637	0	0	0	0	0	0
ENSRNOG00000048642	1.05714	0.666667	1.69753	0.37037	1.02273	0.666667
ENSRNOG00000048643	0	0	0	0	0	0
ENSRNOG00000048644	3.25882	10.0242	4.31126	9.40827	5.59416	2.23568
ENSRNOG00000048649	0	0	0	0	0	0
ENSRNOG00000048650	0	4.69269	35.2125	3.1307	14.208	4.94139
ENSRNOG00000048651	74	110	193	201	183	98
ENSRNOG00000048656	0	0	0	0.223107	0.0305513	0.0285529
ENSRNOG00000048659	2	0	0	1	2	0
ENSRNOG00000048660	189	163	152	168	169	210
ENSRNOG00000048661	0	0	0	0	0	0
ENSRNOG00000048663	0	0	0	0	0	0
ENSRNOG00000048668	121.5	170.5	129.5	154	125	142
ENSRNOG00000048669	0	0	0	0	0	0
ENSRNOG00000048670	0	0	0	0	0	0
ENSRNOG00000048672	56.6528	54.5322	57.1391	54.5239	50.9552	45.5437
ENSRNOG00000048674	6	8	15	13	11	9
ENSRNOG00000048675	0	0	0	0	1	0
ENSRNOG00000048676	3	0	0	2	1	1
ENSRNOG00000048677	0	0	0	0	0	0
ENSRNOG00000048679	0	0	0	0	0	0
ENSRNOG00000048682	3827	4116	2790	3348	3381	3743
ENSRNOG00000048685	0	0	0	0	0	0
ENSRNOG00000048686	16.48319	9	17.12739	17.60983	17.48592	16
ENSRNOG00000048688	0	0	0	0	1	0
ENSRNOG00000048689	0	0	0	0	0	0
ENSRNOG00000048690	0	0	0	0	0	0
ENSRNOG00000048693	0	0	0	0	0	0
ENSRNOG00000048696	0	0	0	0	0	0
ENSRNOG00000048698	1.21129	2.41975	0	4.79177	1.18922	3.60543
ENSRNOG00000048699	77	92	120	113	107	76
ENSRNOG00000048701	0	0	0	0	0	0
ENSRNOG00000048702	0	0	0	0	0	0
ENSRNOG00000048703	0	0	0	0	0	0
ENSRNOG00000048704	18.6505	15.2175	17.256	12.3612	14.2091	18.2549
ENSRNOG00000048706	13.9058	9.50668	4.26914	1.03828	11.6031	10.5324
ENSRNOG00000048707	0	0	0	0	0	0
ENSRNOG00000048708	349.99978	385.00049	334.00024	364.99997	366	343.99988
ENSRNOG00000048710	0	0	0	0	0	0
ENSRNOG00000048711	0	0	0	0	0	0
ENSRNOG00000048712	212	272	221.413	259	235	210
ENSRNOG00000048713	0	0	0	0	0	0
ENSRNOG00000048714	0	0	0	0	0	0
ENSRNOG00000048718	492	416	455	541	495	424
ENSRNOG00000048719	487	489	526	607	512	470
ENSRNOG00000048722	9	3.41475	2.81169	11.924	11.2016	5.28505
ENSRNOG00000048723	636	545	682	638	566	539
ENSRNOG00000048725	364.9997	399.00034	422.99997	502.0002	444.00005	349.0002
ENSRNOG00000048726	1	3	2	1	0	1
ENSRNOG00000048733	2031	1925	1542	1950	1844	1830
ENSRNOG00000048735	1.05714	0.666667	1.69753	0.37037	1.02273	0.666667
ENSRNOG00000048736	1806	1606	1815	1942	1811	1568
ENSRNOG00000048738	2247	1971.58	1712.57	1971	1900.96	1993
ENSRNOG00000048739	0	0	0	0	0	0
ENSRNOG00000048741	0	0	2	1	0	0
ENSRNOG00000048743	0	0	0	1	0	0
ENSRNOG00000048744	0	0	0	0	0	0
ENSRNOG00000048747	1373	1565	1579	1522	1541	1276
ENSRNOG00000048750	20.938	10.3829	43.8827	46.6503	31.4847	35.644
ENSRNOG00000048751	0	0	1	0	0	1
ENSRNOG00000048753	2.00547	1.44076	0	0	1.00217	1.00296
ENSRNOG00000048755	1	0	0	0	0	0
ENSRNOG00000048758	1.05462	4.21223	1.04567	0	2.04658	3.17221
ENSRNOG00000048760	1.00161	1.0022	1.00289	1.00258	0	0
ENSRNOG00000048761	0	0	0	0	0	0
ENSRNOG00000048762	69.9519	59.5445	86.3266	52.1482	56.1122	71.384
ENSRNOG00000048764	0	0	0	0	0	0
ENSRNOG00000048765	6.09352	10.599	10.9085	5.53796	16.09	10.478
ENSRNOG00000048769	3	2	10	1	5	8
ENSRNOG00000048771	32.1514	32.1104	31.3631	52.949	27.3212	29.7318
ENSRNOG00000048775	0	0	0	0	0	0
ENSRNOG00000048778	0	0	1	0	0	0
ENSRNOG00000048782	0	1	0	1	0	2
ENSRNOG00000048783	0	0	0	0	0	0
ENSRNOG00000048787	0	0	0	0	0	0
ENSRNOG00000048793	0	0	0	0	0	0
ENSRNOG00000048794	0	0	2	4	0	8.21781
ENSRNOG00000048796	0	0	0	0	0	0
ENSRNOG00000048800	581.218	598	575	584.078	544.986	503.182
ENSRNOG00000048801	0	0	0	0	0	0
ENSRNOG00000048802	0	0	0	0	0	0
ENSRNOG00000048805	0	0	0	0	0	0
ENSRNOG00000048807	0	0	0	0	0	0
ENSRNOG00000048808	0	0	0	0	0	1
ENSRNOG00000048810	0	0	0	0	0	0
ENSRNOG00000048812	8553	8293	7732	9132	7799	8957
ENSRNOG00000048817	106	103	78	97	77	92
ENSRNOG00000048818	18	16	16	26	24	15
ENSRNOG00000048819	0.667837	0	0	0.616217	0.63372	3.12481
ENSRNOG00000048820	0	0	0	0	0	0
ENSRNOG00000048823	0	0	0	0	0	0
ENSRNOG00000048824	1	4	3	1	4	0
ENSRNOG00000048828	0	0	0	0	0	0
ENSRNOG00000048831	157	113	139	132	140	163
ENSRNOG00000048832	0	0	0	0	0	0
ENSRNOG00000048834	1856	1914	1708	2392	1838	1874
ENSRNOG00000048835	0	0	0	0	0	0
ENSRNOG00000048837	0	0	0	0	0	0
ENSRNOG00000048838	661	645.0001	711	681	674	599
ENSRNOG00000048840	0	0	0	0	0	0
ENSRNOG00000048841	0	0.5	0.5	0	0	0
ENSRNOG00000048843	548	515	523	657	578	481
ENSRNOG00000048847	2	9	8	9.999996	2.000004	6
ENSRNOG00000048848	815	911	900	1066	863	800
ENSRNOG00000048849	445	431	390	514	394	448
ENSRNOG00000048852	0	0	0	0	0	0
ENSRNOG00000048853	0	1	0	0	0	1
ENSRNOG00000048854	0	0	0	0	0	0
ENSRNOG00000048856	0	0	0	0	0	0
ENSRNOG00000048857	0	0	0	0	0	0
ENSRNOG00000048858	3	6	6	1	4	7
ENSRNOG00000048861	330.195	340.659	377.828	413.954	346.785	321.912
ENSRNOG00000048864	44	54.1826	49.6799	47.707	32.0179	50.4212
ENSRNOG00000048866	0	0	0	0	0	0
ENSRNOG00000048867	0	0	0	0	0	0
ENSRNOG00000048870	3156	2862	2269	2814	2891	2595
ENSRNOG00000048871	0	0	0	3	0	0
ENSRNOG00000048874	126	97	141	119	151.0002	99
ENSRNOG00000048875	18	19	31	15	8	33
ENSRNOG00000048876	0	2	0	2	0	0
ENSRNOG00000048878	7	1	4	2	5	6
