gene	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6
ENSRNOG00000010543	3606	3627	3399	4339	3745	3662	3477
ENSRNOG00000010545	8.83985	10.3704	16.0005	18.70544	29.8023	13.72206	25.2437
ENSRNOG00000010546	0	1	0	0	0	0	0
ENSRNOG00000010547	0	0	0	0	0	0	0
ENSRNOG00000010549	2394	2716	2478	2751	2339	2147	2914
ENSRNOG00000010550	943	1012	998	965	892	842	1041
ENSRNOG00000010551	8.0000000351265	5	2	4	6	4	7
ENSRNOG00000010552	803	879	806	831	775	734	828
ENSRNOG00000010553	19	16	12	20	15	18	15
ENSRNOG00000010555	255.942	229.681	245.584	362.614	237.148	313.132	302.644
ENSRNOG00000010556	77.00007	77.99999	70	102.00007	70	63.99996	54
ENSRNOG00000010557	798	832	747	840	788	823	774
ENSRNOG00000010558	1548.02	1667.81	1423	1801	1633	1604	1561
ENSRNOG00000010560	0	0	0	0	0	0	0
ENSRNOG00000010566	216	218	229	216	197	188	167
ENSRNOG00000010567	417.0001	503.99998	390	568	473.9999	472.0002	469.9995
ENSRNOG00000010572	302.66	421.845	315.365	429.049	368.536	389.532	333.123
ENSRNOG00000010573	0	0	0	0	1	0	0
ENSRNOG00000010574	654	887	654	874	839	801	727
ENSRNOG00000010575	347.1	303.027	320.293	405.027	348.717	350.71	295.26
ENSRNOG00000010580	899	926	835	957	815	760	815
ENSRNOG00000010584	940	1012	931	1135	1117	1010	903
ENSRNOG00000010587	639.03	667.903	707.449	788.654	645.125	688.14	566.44
ENSRNOG00000010588	835	1035	823	1281	1137	1220	994
ENSRNOG00000010589	2496.1348	2623.2414	2649.5422	3102.3533	2856.8469	2426.8877	2291.4497
ENSRNOG00000010591	1551	1691.0003	1719.999	2076	1884.9995	1826.0006	1499.0002
ENSRNOG00000010592	53	74	75	90	72	79	71
ENSRNOG00000010593	1158	1184	1063	1476	1281	1258	1060
ENSRNOG00000010594	14	23	16	19	30	15	13
ENSRNOG00000010595	526	573	427	628	488	566	521
ENSRNOG00000010597	1	1	0	2.000003	1	4	2.9999977
ENSRNOG00000010598	103	100	71	90	104	131	111
ENSRNOG00000010600	1	1	0	2	0	2	0
ENSRNOG00000010601	1429.003	1653.00077	1559.998	1779.998	1666.005	1395.999	1409.998
ENSRNOG00000010602	589.332	620.343	615.641	679.177	636.719	596.988	546.903
ENSRNOG00000010603	0	0	0	0	0	0	0
ENSRNOG00000010605	0	4	1	0	2	0	0
ENSRNOG00000010607	19	26	15	17	18	19	25
ENSRNOG00000010608	126	132	176.9996	196.0001	154.9999	197.9999	137.9997
ENSRNOG00000010609	1795.80054	1956.8538	1785.57700001094	2160.90522	1767.82455	1867.9536802	1904.9499
ENSRNOG00000010610	9	16	18	17	17	10	17
ENSRNOG00000010616	286	318	244	360	268	303	297
ENSRNOG00000010617	14	19	18	15	16	17	13
ENSRNOG00000010620	635	688	715	838	761	717	606
ENSRNOG00000010624	1585	1546.00431	1471.99719	1779.99867	1712	1633	1350.9983
ENSRNOG00000010625	89	105	73	129	106	113	69
ENSRNOG00000010626	470.9995	531.0005	475.999	594	452.0002	471	475.9994
ENSRNOG00000010628	2170	2225	2176	2208	1956	1894	2204
ENSRNOG00000010629	1091	1149	947	1208	1129	1156	975
ENSRNOG00000010630	557.204	510.684	485.033	592.062	494.948	517.596	547.851
ENSRNOG00000010633	4225.001	4612.004	4066.002	5485	5029.997	4512.001	4355
ENSRNOG00000010634	6	6	7	7	10	6	7
ENSRNOG00000010635	913.124	991.59	862.65	1015.71	1016.94	948.422	894.871
ENSRNOG00000010636	413	392	405	443	371	371	360
ENSRNOG00000010637	468.0001	489.9996	384.9996	591.0505	526.0313	524.0001	401.0254
ENSRNOG00000010640	0	0	0	0	0	0	0
ENSRNOG00000010642	523	601	548	552	581	517	519
ENSRNOG00000010643	7102.282	7937.775	6821.083	8973.01	8309.611	7841.538	6836.628
ENSRNOG00000010645	1980.9955	2051.9985	2116.0022	2168.0035	1889.9996	1840.9995	2037.0046
ENSRNOG00000010646	81	59	61	84	78	94	59
ENSRNOG00000010649	3	3	3	8	11	5	2
ENSRNOG00000010650	108	105	111	146	151	144	108
ENSRNOG00000010652	674	743.1092	564.0363	907.136	765.065	759.7426	623.454
ENSRNOG00000010653	771	810	680	1059	867	920	650
ENSRNOG00000010655	8	9	8	9	6	9	3
ENSRNOG00000010657	26.0682	43.1017	27.088	44.145	33.0673	37.0807	32.142
ENSRNOG00000010658	68.3699110546	59.4179	70	75.6741	66.2607	63	75.52943
ENSRNOG00000010659	437	410	388	506	429	391	381
ENSRNOG00000010661	0	1	0	0	0	0	0
ENSRNOG00000010663	14	8	6	14.0982	15.059	16.00004	8
ENSRNOG00000010664	216	224	214	227	198	204	243
ENSRNOG00000010665	8	4	4	5	2	7	2
ENSRNOG00000010666	57	65	61	48	57	55	49
ENSRNOG00000010668	7548	8200	7414	8609	8062	7773	6966
ENSRNOG00000010673	669	752	704	753	731	758	751
ENSRNOG00000010676	2929.00257	3076.98205	2923.967132	3244.87065	3133.00710888	2843.0073384	2602.00297
ENSRNOG00000010680	230.77914	304.33415	244.35137	333.22246	284.80993	301.6289	247.28316
ENSRNOG00000010681	96	83.99995	106	129	112	103	90
ENSRNOG00000010682	1467.99761	1537.9996	1378.003	1875.9952	1589.99801	1591.0006	1293.0015
ENSRNOG00000010685	504.854	491.269	470.737	603	512.3	490.678	447.677
ENSRNOG00000010688	156.215	185.876	159.88	171.606	176.284	209.162	161.774
ENSRNOG00000010691	633	652	541	666	612	579	667
ENSRNOG00000010694	487	528.0002	502.0002	566.0004	520.9999	551.9997	489.9997
ENSRNOG00000010695	93	112	72	113	96	107	97
ENSRNOG00000010696	8	22	17	11.8552	9	15	14
ENSRNOG00000010697	2821	2810	2539	3123	3022	2642	2604
ENSRNOG00000010698	1	0	0	1	0	0	0
ENSRNOG00000010699	4	8	4	6	5	5	9
ENSRNOG00000010701	55	63	56	73	72	57	58
ENSRNOG00000010702	2443.999	2369.595	2121.542	2665.997	2290.997	2299.999	1995.001
ENSRNOG00000010706	377	386	332	404	342	324	296
ENSRNOG00000010708	3627	4529	3489	5217	4503	4677	4200
ENSRNOG00000010711	1242.26	1341.23	1252.76	1681.48	1496.15	1490.58	1085.32
ENSRNOG00000010712	779	810	832	961	856	825	819
ENSRNOG00000010714	0	0	0	0	0	0	0
ENSRNOG00000010716	238	290	236	302	279	273	275
ENSRNOG00000010718	634	663	597	710	597	632	634
ENSRNOG00000010719	1562	1551	1566	1640	1596	1563	1388
ENSRNOG00000010720	2.08257E-07	26.5728	31.33	0	0	0	0
ENSRNOG00000010721	607	646	698	729	677	696	638
ENSRNOG00000010725	3	9	5	3	5	2	0
ENSRNOG00000010727	2129	2298	1900	2087	2017	2069	2055
ENSRNOG00000010728	619	706	634	678	712	668	659
ENSRNOG00000010729	1172	1162	1114	1546	1343	1302	1017
ENSRNOG00000010730	0	0	0	0	0	0	0
ENSRNOG00000010731	389	400.0001	394.00027	389.000000032309	359.00004	360.9997	326.9997
ENSRNOG00000010732	554.487	540.483	519.401	553.162	464.108	489.277	515.514
ENSRNOG00000010733	1257	1210	1238	1425	1402	1187	1255
ENSRNOG00000010735	1578.998	1648.996	1452.996	1940.999	1698.995	1723.003	1634.004
ENSRNOG00000010736	4	12	5	8	8	11	3
ENSRNOG00000010737	1700	2058	1920	2689	2026	2190	2033
ENSRNOG00000010741	0	0	0	0	0	1	0
ENSRNOG00000010743	88	98	100	117	98	84	110
ENSRNOG00000010744	1765.998	1833	1704.995	2160.998	1924.004	1808.002	1505.001
ENSRNOG00000010746	14496	14647.5	14335	14131.4	11356.9	10950	14973.6
ENSRNOG00000010747	2289	2369	2016	2615	2569	2478	2429
ENSRNOG00000010748	2392	2665.995	2246.001	3018	2800.001	2594.995	2231.996
ENSRNOG00000010749	2	0	0	1	1	0	0
ENSRNOG00000010750	356	412	426	512	382	427	401
ENSRNOG00000010752	705	673	717	798	661	649	635
ENSRNOG00000010753	328	351	308	341	267	329	322
ENSRNOG00000010756	1559.9982	1725.99706	1498.99689	2005.00216	1759.99495	1777.00446	1749.00083
ENSRNOG00000010758	9	5	10	11.000025	15.99996	5	0
ENSRNOG00000010760	102	115	96	97	70	89	89
ENSRNOG00000010761	0	0	0	0	0	0	0
ENSRNOG00000010763	23.7826	37.0932	35	12.3679	23.7079	29	21.4329
ENSRNOG00000010765	6932	7420	6804	9557	8406	8130	6674.001
ENSRNOG00000010768	1326	1334	1374	1637	1399	1419	1249.93
ENSRNOG00000010769	3.21738	2.90677	0	6.63206	2.29207	0	3.56714
ENSRNOG00000010771	1898	2366	1906	3002	2562	2520	1902
ENSRNOG00000010775	1132.0014	1120.761	1018.87048	1384.0018	1244.7064	1163.0011	1031.85751
ENSRNOG00000010776	1105	1253	1060	1534	1219	1334	1119
ENSRNOG00000010777	271	322	227	422	310	300	296
ENSRNOG00000010780	2274.66462	2504.35575	2027.1042	3192.39659	2903.46007	2635.65772	2157.41329
ENSRNOG00000010783	419.5379	405.84663	416.19186	414.651	430.3677	376.57216	408.0396
ENSRNOG00000010784	1	1	2	2	9	4	4
ENSRNOG00000010785	0	0	0	0	0	0	0
ENSRNOG00000010787	0	0	0	0	0	0	0
ENSRNOG00000010789	938.305	898.265	811.375	1030.57	913.686	858.769	868.878
ENSRNOG00000010791	40	28	18	38	26	46	29
ENSRNOG00000010793	677	823	693	806	758	779	688
ENSRNOG00000010794	178.43	184.277	166.944	232.754	200.962	240.419	203.041
ENSRNOG00000010795	476	577	434	604	565	602	544
ENSRNOG00000010797	101.529	98.3956	122.445	115.154	109.964	96.3053	92.1327
ENSRNOG00000010798	15.129	7.04058	7.04086	9.04949	17.1208	12.0646	13.0894
ENSRNOG00000010799	130	144	124	162	145	138	156
ENSRNOG00000010800	10075.9869	9613.0002	9840.9958	10743.967	9037.9972	8708.9975	8714.9985
ENSRNOG00000010802	132	174	119	160.9999	165	143	127
ENSRNOG00000010803	0	0	0	0	0	1	0
ENSRNOG00000010804	0	0	0	0	0	0	0
ENSRNOG00000010805	255	253	265	240	222.99978	213	206
ENSRNOG00000010806	0	0	0	0	0	0	0
ENSRNOG00000010807	7451.99	8071	7669	7430	5884	5487	7632
ENSRNOG00000010811	0	0	0	0	0	0	0
ENSRNOG00000010812	640.9998	623	537.0004	759.9995	665.9997	681.0003	566.9998
ENSRNOG00000010813	595	668	573	758	597	661	584
ENSRNOG00000010815	946	1016	935	1158	1116	1003	943
ENSRNOG00000010816	2	1	0	0	0	4	1
ENSRNOG00000010819	176.9995	254.0003	240.9999	248.0003	242.0002	236.0004	213.0005
ENSRNOG00000010821	419	470	446	457	430	428	446
ENSRNOG00000010822	0	2	1	1	0	0	0
ENSRNOG00000010824	173	157.0000422217	171.99957	207.9999	158	200	171.99974
ENSRNOG00000010825	585	531	548	610	557	566	586
ENSRNOG00000010827	586	660	597	661	615	569	521
ENSRNOG00000010830	48637	49893	47712	48942	42445	41475	45844
ENSRNOG00000010832	48	50.2569	50	72	73.346	50.0707	69
ENSRNOG00000010833	1135.97	1360	1098.96	1410.97	1210	1187.99	1299
ENSRNOG00000010834	18.4153	9.10487	12.1155	29.485	16.3005	19.4082	16.5021
ENSRNOG00000010835	22.8094	13.0797	12.2934	17.5144	17.1524	38.0124	11.143
ENSRNOG00000010838	1345	1462	1259	1530	1347	1305	1402
ENSRNOG00000010839	33.4263	26.0463	25.1981	29.8819	24.5218	27.2409	24.4233
ENSRNOG00000010840	357	441	363	496	435	428	350
ENSRNOG00000010841	72	45	53	70	62	65	80
ENSRNOG00000010843	194	224	193	251	222	201	181
ENSRNOG00000010846	503	494.766	495	532	516	493.872	548.847
ENSRNOG00000010849	1188	1366	1217	1344	1146	1218	1312
ENSRNOG00000010852	959	976	916	1158	977	1006	900
ENSRNOG00000010853	33.7432	46.96174	45.6328	57.1034	51.8641	54.49631	44.2697
ENSRNOG00000010855	662.817	837.268	726.998	798.975	672.179	674.962	706.07
ENSRNOG00000010859	664	683	597	814	709	693	509
ENSRNOG00000010861	2066.7364	2024.02953	2270.00608	2403.9769	2129.96983	2008.96269	1736.00326
ENSRNOG00000010866	6	10	13	11	13	9	6
ENSRNOG00000010867	10.4723	18	6.29288	15.6007	10.1483	10.0501	8.77339
ENSRNOG00000010868	7	10	4	8	2	7	7
ENSRNOG00000010870	0	1	1	1	1	0	0
ENSRNOG00000010872	5391	5486	5310	5429	5405	4757	5385
ENSRNOG00000010873	1288	1444	1407	1397	1240	1315	1398
ENSRNOG00000010875	189	213	210	144	124	177	212
ENSRNOG00000010877	376	376	369	448	413	405	430
ENSRNOG00000010880	113	112	85	91	76	84	88
ENSRNOG00000010881	10688.9954	10897.0025	9678.996	13085.0362	11935.0046	11086.9951	8765.9987
ENSRNOG00000010882	666	755	670	803	681	694	686
ENSRNOG00000010883	206	231	209	294	224	250	241
ENSRNOG00000010885	0	3	1	8	2	2	0
ENSRNOG00000010886	1	1.22071	4	8.53921	7	2.43549	1
ENSRNOG00000010887	356	327	388	395	345	368	286
ENSRNOG00000010888	46	41	35	47	50	56	33
ENSRNOG00000010889	378.64635	344.89658	342.7067	406.89139	345.9026	399.80074	357.942
ENSRNOG00000010890	1836	2107	1758	2236	2183	2221	1968
ENSRNOG00000010891	319	364	427	451	379	407	354
ENSRNOG00000010892	780	857	687	966	912	861	778
ENSRNOG00000010893	0	0	0	0	0	1	0
ENSRNOG00000010894	387	370	363	354	341	299	353
ENSRNOG00000010895	1585	1646	1540	1914.002	1653	1607	1410
ENSRNOG00000010896	201	269	197	283	237	232	265
ENSRNOG00000010897	716.0004	801.0001	818.0003	892.0001	834.9998	824.0002	853
ENSRNOG00000010898	0	0	0	0	0	0	0
ENSRNOG00000010899	14	15	14	11	9	16	10
ENSRNOG00000010902	1309	1411	1169	1542	1442	1444	1159
ENSRNOG00000010903	5	4	2	4	2	4	2
ENSRNOG00000010905	4	4	7	4	4	4	3
ENSRNOG00000010906	4	0	1	1	1	1	0
ENSRNOG00000010910	493.28	515.231	451.923	610.651	505.741	507.385	434.305
ENSRNOG00000010911	47	65	34	64	69	69	59
ENSRNOG00000010912	1138	1297	1245	1258	1106	1035	1145
ENSRNOG00000010914	217	235	232	255	277	294	229
ENSRNOG00000010915	1154	1115	1069	1300	1249	1069	935
ENSRNOG00000010917	104.755	79.954	93.7643	117.541	73.8873	80.1028	76.4273
ENSRNOG00000010918	144.678	139.488	131.207	107.242	124.389	132.54	143.355
ENSRNOG00000010919	78	94	99	136	97	106	81
ENSRNOG00000010921	410.714	452.922	483.555	556.807	458.462	472.717	502.803
ENSRNOG00000010922	386	411	453	512	463	436	430
ENSRNOG00000010929	31	53	41	48	38	31	37
ENSRNOG00000010930	879	980	949	1015	924	881	963
ENSRNOG00000010932	9	5	4	2	3	4	4
ENSRNOG00000010934	167	184	190	196	179	183	215
ENSRNOG00000010935	0	0	1	0	2	1	0
ENSRNOG00000010938	0	1	1	1	0	0	1
ENSRNOG00000010940	473	479.9998	466.00025	493.0005	473.00033	466.000438	389
ENSRNOG00000010941	121.99954	163.9996	165.0003	139.0003	159.0002	139.9997	140.0004
ENSRNOG00000010942	36	37	29	37	24	31	23
ENSRNOG00000010944	2436	2756	2305	3485	2979	2844	2587
ENSRNOG00000010945	4122	4345	4186	4674	4298	4050	3996
ENSRNOG00000010947	3822	4646	3568	5560	5118	5147	4377
ENSRNOG00000010950	351.0005	333	311	365.0000293573	377.9999	325.99984	340
ENSRNOG00000010951	826	888	839	946	959	821	732
ENSRNOG00000010952	394.9996	379.0004	389.9997	438.0001	396	383.9996	341.0003
ENSRNOG00000010953	628	674	573	721	614	642	565
ENSRNOG00000010957	225	220	176	238	225	231	222
ENSRNOG00000010958	3276	3179	3030	3478	3061	2891	3110
ENSRNOG00000010959	282	334	301	325	312	306	308
ENSRNOG00000010960	1957	2083	1841	2223	2040	1973	1739
ENSRNOG00000010963	35	31	18	25	22	21	25
ENSRNOG00000010964	3563.48	3844.6	3347.94	5257.37	4509.22	4307.1	3050.86
ENSRNOG00000010966	15186	15486	14634	18137	15772	14741	13074
ENSRNOG00000010967	1003	1133	1036	1244	1014	1053	1014
ENSRNOG00000010970	4	3	0	3	6	4	3
ENSRNOG00000010971	766	735	744	849	801	749	662
ENSRNOG00000010972	0	0	0	0	0	0	0
ENSRNOG00000010975	1899	2468	1831	3037	2538	2569	2018
ENSRNOG00000010977	315	354	354	371	323	310	389
ENSRNOG00000010980	263	412	241	511	408	478	382
ENSRNOG00000010981	547	588	566	577	552	664.176	530
ENSRNOG00000010983	4.62078	0	5.57296	4.07099	3.05392	3.0004	4.06598
ENSRNOG00000010984	3621	3837	3414	4276	3780	3780	3539
ENSRNOG00000010985	860.844	865.667	862.884	965.023	847.433	829.967	789.13
ENSRNOG00000010986	472.971	449.327	379.825	412.875	415.222	437.026	444.353
ENSRNOG00000010989	6168.00307	6261	6053	7186	6409.9964	6056.9968	5189.99685
ENSRNOG00000010992	755	881	878	915	757	785	896
ENSRNOG00000010993	592	629	551	564	564	559	586
ENSRNOG00000010994	24	27	28	29	27	35	20
ENSRNOG00000010996	900	1111	1088	1522	1123	1257	933
ENSRNOG00000010997	60	66	67	82	77	72	58
ENSRNOG00000010999	219.2855	278.0781	313.4455	348.1928	291.5373	330.2839	265.1971
ENSRNOG00000011000	37	63	37	25	20.99999	26	37.99995
ENSRNOG00000011001	0	0	0	0	0	0	0
ENSRNOG00000011006	5.04141	4.00008	3.02213	4.04666	3.01968	4.01115	2.01117
ENSRNOG00000011007	1944	2190	1788	2482	2286	2275	1826
ENSRNOG00000011008	637	636	683	721	608	616	622
ENSRNOG00000011009	146	173	119	183	171	163	112
ENSRNOG00000011011	4	7	6	3	4	0	4
ENSRNOG00000011014	1748	1635	1743	1831	1664	1468	1397
ENSRNOG00000011015	655	853	575	1012	881	849	623
ENSRNOG00000011016	165.9999	139.9998	131.9999	182.9995	154.0001	166.0001	112
ENSRNOG00000011019	55.6571	52.528	48.076	54.9475	65.0663	21.9366	51.365
ENSRNOG00000011020	3570	3458	3436	3541	3234	3279	3405
ENSRNOG00000011022	0	2	1	1	1	0	0
ENSRNOG00000011024	306	345	325	410	341	346	299
ENSRNOG00000011025	326	436	412	437	412	387	357
ENSRNOG00000011026	1873	2138	1766	2644	2170	2146	1965
ENSRNOG00000011027	1023	968	1053	1166	958	934	911
ENSRNOG00000011029	1460	1462	1415	1490	1388	1273	1474
ENSRNOG00000011032	473	503	461	600	539	536	441
ENSRNOG00000011033	2	3	2	2	5	5	6
ENSRNOG00000011034	0	2	0	0	0	2	1
ENSRNOG00000011037	1	1	2	2	3	4	1
ENSRNOG00000011039	44	55	53	75	47	50	72
ENSRNOG00000011040	486.416	507.371	507.581	549.746	457.722	463.109	420.054
ENSRNOG00000011042	1	0	5	0	1	2	3
ENSRNOG00000011044	64	52	53	60	56	61	72
ENSRNOG00000011047	573	566	526	671	501	510	528
ENSRNOG00000011052	2761	3337	2829	3488	3042	3270	3011
ENSRNOG00000011053	351	388	374	467	432	453	402
ENSRNOG00000011054	188	169	166.9996	156.9997	177.9996	189	180.0002
ENSRNOG00000011057	3897	3998	3909	4535	4030	3723	3358
ENSRNOG00000011058	2178.001	2451	2135.997	3196	2775	2657	1970.998
ENSRNOG00000011059	260	322	340	442	360	355	257
ENSRNOG00000011060	1470	1660	1497	1372	1340	1316	1586
ENSRNOG00000011063	249.00001	286.9999	241.0005	354.00004	313.00002	273.0001	208.0005
ENSRNOG00000011065	0	0	0	0	0	0	0
ENSRNOG00000011066	1678	1737	1510	2233	1860	1697	1294
ENSRNOG00000011067	135.038	134.705	118.212	159.744	132.905	147.232	138.01
ENSRNOG00000011068	265.1272	228.7189	208.3034	264.0462	249.1952	282.6745	229.5971
ENSRNOG00000011070	261	283	255	324	316	277	255
ENSRNOG00000011071	1028.16	992.032	909.179	1080.21	1031.52	970.2	916.747
ENSRNOG00000011073	1029.07	1185.27	926.486	1401.35	1272.26	1200.34	883.109
ENSRNOG00000011074	0	0	0	0	0	0	0
ENSRNOG00000011076	832.0007	902.9993	878.99997	1193.0008	1054.0004	978.9992	656.9998
ENSRNOG00000011077	2522.004	2900	2269	3675	3053	2982	2406
ENSRNOG00000011078	1148.83	1206.2	532.594	224.99	210.944	368.59	702.568
ENSRNOG00000011081	0	0	0	0	0	0	0
ENSRNOG00000011082	0	0	0	0	0	0	0
ENSRNOG00000011091	0	0	0	0	0	1	0
ENSRNOG00000011092	0	0	0	0	0	0	3
ENSRNOG00000011093	651	795	718	767	663	637	705
ENSRNOG00000011094	43	52	42	55	47	39	51
ENSRNOG00000011096	282.638	470.714	264.111	415.709	312.012	167.121	415.569
ENSRNOG00000011100	1.00186	1.00093	0	2.00307	0	0	0
ENSRNOG00000011101	267	237	194	200	189	191	221
ENSRNOG00000011104	4961.82	5267.25	5349.64	4867.75	3940.61	3717.95	5250.56
ENSRNOG00000011105	67.00002	85	90.00005	99	82	79	88
ENSRNOG00000011107	15	11	9.42504	18.8227	9.40765	7	13
ENSRNOG00000011108	0	0	0	1	1	0	0
ENSRNOG00000011111	1351	1455	1265	1680	1553	1419	1377
ENSRNOG00000011112	106	121	117	139	129	120	104
ENSRNOG00000011113	0	0	0	0	0	0	0
ENSRNOG00000011114	482	545	500	563	473	479	460
ENSRNOG00000011116	222	228	238	254	233	234	209
ENSRNOG00000011119	745.516	736.335	713.375	910.008	768.129	731.506	616.609
ENSRNOG00000011120	5.00094	15.0086	8.00299	10.0025	9.00115	6.00264	7.01
ENSRNOG00000011124	96.0444	53.3155	117.21	175.244	85.2729	144.462	84.576
ENSRNOG00000011130	0	0	0	1	0	0	0
ENSRNOG00000011132	0	4	4	3	4	2	1
ENSRNOG00000011133	1	1	2	1	3	0	2
ENSRNOG00000011134	2365	3090	1975	4057	3638	3381	2286
ENSRNOG00000011135	353	379	356	362	347	363	382
ENSRNOG00000011136	12	21	17	14	16	17	14
ENSRNOG00000011137	251	338	369	425	294	405	288
ENSRNOG00000011138	13446	12833	12168	13012	11763	11408	12180
ENSRNOG00000011140	336	336	315	332	317	345	350
ENSRNOG00000011141	1.00000020169	0.9999998345	0	5	3.99999728076	1	4.00000337722
ENSRNOG00000011142	1974.002	1942.986	1899.145	2354.295	2133.203	1985.986	1798.079
ENSRNOG00000011144	0	4	1	0	1	3	1
ENSRNOG00000011145	117.9997	136.99956	94	125	115.99996	120	115.99963
ENSRNOG00000011146	8985	8823	8526	9147	9137	8094	8523
ENSRNOG00000011148	3519	3412	3616	3796	3632	3303	2980
ENSRNOG00000011150	1437	1687	1402	2007	1816	1652	1543
ENSRNOG00000011151	129	236	125	270	206	228	142
ENSRNOG00000011153	679	748	616	844	674	727	643
ENSRNOG00000011154	371.123	405.016	356.859	521.874	523.861	411.138	348.795
ENSRNOG00000011155	0	0	0	1.19687	0	0	0
ENSRNOG00000011156	11	26	28	23	14	20	24
ENSRNOG00000011157	3299	3623	3268	4189	3879	3686	2942
ENSRNOG00000011158	2214	2347	2183	2636	2352	2335	2215
ENSRNOG00000011161	276	289	274	393	318	296	297
ENSRNOG00000011162	104	118	127	133	113	115	129
ENSRNOG00000011164	1144.8	1217.89	1038.89	1152.63	1069.94	1096.42	1145.56
ENSRNOG00000011165	0	0	0	0	0	0	1
ENSRNOG00000011167	421	447	487	498	473	456	358
ENSRNOG00000011168	1709	1745	1614	1877.0005	1668	1698	1583.00205
ENSRNOG00000011170	83.4923	73.3071	74.0855	75.9132	81.5108	68.1696	88.9858
ENSRNOG00000011171	0	0	0	1	1	0	2
ENSRNOG00000011174	1	0	0	4	0	1	1
ENSRNOG00000011175	7043	7624	7597	8430	7464	7746	6634
ENSRNOG00000011177	5.31915	7.06421	3.20998	4.31391	11.504	4.50549	4.31221
ENSRNOG00000011178	0	0	0	0	0	1	0
ENSRNOG00000011180	217.0733	237.2669	199.0869	268.0894	211.0112	245.1854	250.265
ENSRNOG00000011181	4	1	2	3	3	1	3
ENSRNOG00000011182	2	1	0	0	1	1	0
ENSRNOG00000011184	9	6	4	5	5	11	9
ENSRNOG00000011189	568	642	565	653	568	541	579
ENSRNOG00000011191	0	0	2	0	0	0	0
ENSRNOG00000011193	52.0038	69.1343	47.9507	51.1146	63.0352	44.0957	52.2326
ENSRNOG00000011194	2024.00207	2001.00000101243	2081.9993	2570.998	2190.9984	2032.9957	1876.0018
ENSRNOG00000011195	916	934	869	1020	943	874	855
ENSRNOG00000011196	0	0	0	0	0	0	1
ENSRNOG00000011199	682	737	661	782	713	759	722
ENSRNOG00000011200	1	4	1	1	1	1	1
ENSRNOG00000011201	85	70	59	100	71	74	63
ENSRNOG00000011202	1	2	3	2	2	5.999997	0
ENSRNOG00000011203	820	924	750	1111	1040	1052	934
ENSRNOG00000011205	7	24	10	16	15	10	11
ENSRNOG00000011207	0	0	0	0	0	0	0
ENSRNOG00000011208	671	743	625.0004	815.9998	732	702	757.9998
ENSRNOG00000011211	1	2	0	2	0	0	1
ENSRNOG00000011213	283	331	258	338	297	307	278
ENSRNOG00000011214	1242	1368	1421	1170	1004	1035	1309
ENSRNOG00000011216	793.595	851.222	740.746	982.73	882.651	832.529	736.466
ENSRNOG00000011222	3636	3971	3743	3755	3346	3273	3694
ENSRNOG00000011225	14.2641	4.04054	6.06262	22.8139	29.4605	0	6.31973
ENSRNOG00000011226	462.967	451.977	480	493.965	366	396	458.944
ENSRNOG00000011227	789	1220	653	1447	1290	1228	1028
ENSRNOG00000011228	201.5611	189.2629	187.4472	220.9121	238.5935	225.735	199.0084
ENSRNOG00000011231	0	0	0	1	0	0	1
ENSRNOG00000011234	0	0	0	0	0	0	0
ENSRNOG00000011237	1705	1739	1693	2059	1786	1775	1405
ENSRNOG00000011238	582	596	602	700	585	594	621
ENSRNOG00000011239	0	0	0	0	0	0	0
ENSRNOG00000011241	269.0003	268	264	351	287.0003	297	247.0005
ENSRNOG00000011243	0	0	0	0	1	0	0
ENSRNOG00000011245	980	964	977	1064	939	947	835
ENSRNOG00000011250	0	1	0	0	0	0	0
ENSRNOG00000011251	0	0	0	0	0	0	1
ENSRNOG00000011253	9	11	6	14	10	9	6
ENSRNOG00000011254	357	390	366	461	388	406	345
ENSRNOG00000011258	56	73.00004	54	81.99997	51.99999	81	73
ENSRNOG00000011260	261	248	291	246	254	208	250
ENSRNOG00000011261	338	362	375	394	316	420	369
ENSRNOG00000011262	276	471	201	579	569	611	504
ENSRNOG00000011263	105	116	92	122	73	87	139
ENSRNOG00000011268	25.2267	25.5726	14.8693	21.5918	23.5207	27.3072	17.5917
ENSRNOG00000011269	0	0	0	0	0	0	0
ENSRNOG00000011271	514.0004	510.9996	526.9997	703.9999	576.9995	568.0003	417.0004
ENSRNOG00000011276	658.0005	711.9998	633.9996	700.9995	694.0002	634.9998	708.9996
ENSRNOG00000011277	0	0	1	0	0	0	0
ENSRNOG00000011278	616	625	636	732	642	583	533
ENSRNOG00000011279	265	278	278	220	197	215	286
ENSRNOG00000011280	163.017	196.69	191.205	219.841	190.22	192.25	157.627
ENSRNOG00000011282	7533	7928	7324	8518	7668	7520	7435
ENSRNOG00000011283	149	168	117	131	138	124	156
ENSRNOG00000011284	28	43	40	48	64	45	41
ENSRNOG00000011285	9.0862	9.08601	9.13268	7.0488	6.10865	6.15734	5.06896
ENSRNOG00000011287	1042	1164.8	1048	1226	1092	1101	1002
ENSRNOG00000011290	237	290	244	259	226	212	277
ENSRNOG00000011292	38801.3	46172.6	37469.8	58317.5	51805.9	54088.7	45381.1
ENSRNOG00000011293	619	612	557	610	586	581	587
ENSRNOG00000011294	915	1003	931	1158	1010	1055	907
ENSRNOG00000011295	2344	2357	2243	2517	2278	2296	2340
